workout_id,lesson_id,user_id,leaderboard_position,total_points,state,app_type,app_tracker,studio_id,lesson_name,created_at
4745771,1394,282347,232,,CANCELLED,ios,TICKR X 12D4,CARDIO,Intervals #36,2020-11-07T09:30:00.823Z
4746021,1394,209414,232,,CANCELLED,ios,APPLE_WATCH,CARDIO,Intervals #36,2020-11-07T09:30:17.361Z
4746009,1394,509722,232,,COMPLETED,android,TICKR X C771,CARDIO,Intervals #36,2020-11-07T09:30:15.436Z
4745926,1394,311353,232,,CANCELLED,android,Versa 2,CARDIO,Intervals #36,2020-11-07T09:30:03.129Z
4745916,1394,470428,232,1599.0634,COMPLETED,android,FIIT 9CACBA,CARDIO,Intervals #36,2020-11-07T09:30:02.719Z
4745909,1394,205800,232,,CANCELLED,android,TICKR X D7C9,CARDIO,Intervals #36,2020-11-07T09:30:02.291Z
4746007,1394,287396,232,17.682476,CANCELLED,ios,TICKR X C51A,CARDIO,Intervals #36,2020-11-07T09:30:14.039Z
4745890,1394,146407,232,,CANCELLED,ios,APPLE_WATCH,CARDIO,Intervals #36,2020-11-07T09:30:01.812Z
4745913,1394,166426,232,,COMPLETED,ios,APPLE_WATCH,CARDIO,Intervals #36,2020-11-07T09:30:02.423Z
4745865,1394,559628,232,,CANCELLED,ios,APPLE_WATCH,CARDIO,Intervals #36,2020-11-07T09:30:01.406Z
4745935,1394,512606,,,COMPLETED,android,,CARDIO,Intervals #36,2020-11-07T09:30:03.548Z
4745998,1394,227242,,,COMPLETED,ios,,CARDIO,Intervals #36,2020-11-07T09:30:12.341Z
4746010,1394,396641,,,COMPLETED,ios,,CARDIO,Intervals #36,2020-11-07T09:30:16.725Z
4745722,1394,557122,,,COMPLETED,ios,,CARDIO,Intervals #36,2020-11-07T09:30:00.518Z
4745984,1394,156105,,,COMPLETED,ios,,CARDIO,Intervals #36,2020-11-07T09:30:11.442Z
4746024,1394,227387,,,COMPLETED,ios,,CARDIO,Intervals #36,2020-11-07T09:30:17.55Z
4745887,1394,128031,,,CANCELLED,ios,APPLE_WATCH,CARDIO,Intervals #36,2020-11-07T09:30:01.72Z
4745906,1394,82639,,,COMPLETED,ios,,CARDIO,Intervals #36,2020-11-07T09:30:02.281Z
4746026,1394,263369,,,COMPLETED,android,,CARDIO,Intervals #36,2020-11-07T09:30:17.798Z
4745966,1394,450096,,,COMPLETED,ios,,CARDIO,Intervals #36,2020-11-07T09:30:11.203Z
4745893,1394,557180,,,COMPLETED,ios,,CARDIO,Intervals #36,2020-11-07T09:30:01.836Z
4745747,1394,343800,,,CANCELLED,ios,,CARDIO,Intervals #36,2020-11-07T09:30:00.749Z
4745972,1394,462368,,,COMPLETED,ios,,CARDIO,Intervals #36,2020-11-07T09:30:11.302Z
4745971,1394,523935,,,COMPLETED,android,,CARDIO,Intervals #36,2020-11-07T09:30:11.297Z
4745929,1394,448939,,,COMPLETED,android,,CARDIO,Intervals #36,2020-11-07T09:30:03.218Z
4746027,1394,148953,,,COMPLETED,ios,,CARDIO,Intervals #36,2020-11-07T09:30:17.841Z
4745960,1394,416487,,,COMPLETED,ios,,CARDIO,Intervals #36,2020-11-07T09:30:10.969Z
4745826,1394,213568,,,COMPLETED,ios,,CARDIO,Intervals #36,2020-11-07T09:30:01.067Z
4745777,1394,19329,,,COMPLETED,ios,,CARDIO,Intervals #36,2020-11-07T09:30:00.844Z
4746008,1394,402416,,,COMPLETED,ios,,CARDIO,Intervals #36,2020-11-07T09:30:15.324Z
4745948,1394,553489,,,COMPLETED,ios,,CARDIO,Intervals #36,2020-11-07T09:30:09.21Z
4745938,1394,523423,,,COMPLETED,android,,CARDIO,Intervals #36,2020-11-07T09:30:03.746Z
4745970,1394,558307,,,COMPLETED,ios,,CARDIO,Intervals #36,2020-11-07T09:30:11.277Z
4745818,1394,486718,,,COMPLETED,ios,,CARDIO,Intervals #36,2020-11-07T09:30:01.031Z
4745751,1394,474134,,,COMPLETED,ios,,CARDIO,Intervals #36,2020-11-07T09:30:00.753Z
4745931,1394,532308,,,COMPLETED,ios,,CARDIO,Intervals #36,2020-11-07T09:30:03.222Z
4745797,1394,218242,,,COMPLETED,ios,,CARDIO,Intervals #36,2020-11-07T09:30:00.955Z
4745830,1394,547519,,,COMPLETED,ios,,CARDIO,Intervals #36,2020-11-07T09:30:01.089Z
4745840,1394,392606,,,COMPLETED,ios,,CARDIO,Intervals #36,2020-11-07T09:30:01.146Z
4745923,1394,155547,,,COMPLETED,android,,CARDIO,Intervals #36,2020-11-07T09:30:03.066Z
4745838,1394,98770,,,COMPLETED,ios,,CARDIO,Intervals #36,2020-11-07T09:30:01.139Z
4745956,1394,356326,,,QUIT,ios,,CARDIO,Intervals #36,2020-11-07T09:30:10.859Z
4745905,1394,419496,,,COMPLETED,ios,,CARDIO,Intervals #36,2020-11-07T09:30:02.236Z
4745859,1394,423480,,,STARTED,ios,Versa 2,CARDIO,Intervals #36,2020-11-07T09:30:01.305Z
4746003,1394,419022,,,COMPLETED,android,,CARDIO,Intervals #36,2020-11-07T09:30:13.321Z
